epoch,acc,loss,lr,val_acc,val_loss
0,0.8440769910812378,0.12295056134462357,0.002,0.8651769757270813,0.11027434468269348
1,0.8848661780357361,0.09432946145534515,0.0017888889,0.8843629956245422,0.09419862926006317
2,0.8879716992378235,0.09028863906860352,0.0015777778,0.8869140148162842,0.09109284728765488
3,0.8900007009506226,0.08803156018257141,0.0013666666,0.8890029788017273,0.08940258622169495
4,0.8922098278999329,0.08576631546020508,0.0011555556,0.8926960229873657,0.08570706099271774
5,0.8936622142791748,0.08437412232160568,0.00094444444,0.8927119970321655,0.08488498628139496
6,0.8943874835968018,0.08355334401130676,0.00073333335,0.8939189910888672,0.08403848111629486
7,0.8950945734977722,0.08280211687088013,0.0005222222,0.8951489925384521,0.08272535353899002
8,0.8957847952842712,0.08211632072925568,0.0003111111,0.895941972732544,0.08204729855060577
9,0.8963984251022339,0.08157356083393097,1e-04,0.8962460160255432,0.08171629905700684
10,0.8942155241966248,0.08360467106103897,0.002,0.893921971321106,0.08409303426742554
11,0.894883394241333,0.0830313116312027,0.0017888889,0.8941709995269775,0.08376875519752502
12,0.8954402208328247,0.08252222090959549,0.0015777778,0.8955439925193787,0.08253706246614456
13,0.8958855867385864,0.08208362758159637,0.0013666666,0.8957949876785278,0.0822356641292572
14,0.8961327075958252,0.08172348141670227,0.0011555556,0.8953779935836792,0.08218453079462051
15,0.896625816822052,0.08122870326042175,0.00094444444,0.8962010145187378,0.08165428042411804
16,0.896991491317749,0.08080217242240906,0.00073333335,0.8970180153846741,0.08090516924858093
17,0.8972952961921692,0.08048372715711594,0.0005222222,0.8969169855117798,0.08056525886058807
18,0.89772629737854,0.08000458031892776,0.0003111111,0.89792799949646,0.07990323752164841
19,0.8979701995849609,0.07973816245794296,1e-04,0.8978909850120544,0.07979752868413925
20,0.8943529725074768,0.08360173553228378,0.002,0.8955190181732178,0.08280712366104126
21,0.8962953090667725,0.08185819536447525,0.0017888889,0.8965370059013367,0.08175767213106155
22,0.8965381979942322,0.0813821330666542,0.0015777778,0.8956720232963562,0.08206287771463394
23,0.8968514204025269,0.08103842288255692,0.0013666666,0.8967450261116028,0.08142895251512527
24,0.8969557285308838,0.08076515793800354,0.0011555556,0.8969129920005798,0.0810086652636528
25,0.897441029548645,0.08039327710866928,0.00094444444,0.8971139788627625,0.08069849759340286
26,0.8975238800048828,0.08017270267009735,0.00073333335,0.8971959948539734,0.08040811866521835
27,0.8977214097976685,0.07992932200431824,0.0005222222,0.8975870013237,0.0801062360405922
28,0.8981757164001465,0.07948996126651764,0.0003111111,0.8985350131988525,0.0792788714170456
29,0.8983613848686218,0.07923915982246399,1e-04,0.8988050222396851,0.0788867324590683
30,0.8960633277893066,0.08159329742193222,0.002,0.89513099193573,0.08274303376674652
31,0.8968583941459656,0.08117023855447769,0.0017888889,0.8967069983482361,0.08134757727384567
32,0.8972333073616028,0.0806627869606018,0.0015777778,0.8969100117683411,0.08094754815101624
33,0.8975601196289062,0.08035476505756378,0.0013666666,0.8968480229377747,0.08086758106946945
34,0.8973143100738525,0.08034755289554596,0.0011555556,0.8971070051193237,0.08063524961471558
35,0.8977727890014648,0.07989128679037094,0.00094444444,0.8975600004196167,0.08052144944667816
36,0.8977906107902527,0.07976701855659485,0.00073333335,0.8977779746055603,0.07979550212621689
37,0.8983644247055054,0.07929465174674988,0.0005222222,0.8981810212135315,0.07959209382534027
38,0.8987129926681519,0.07901407778263092,0.0003111111,0.898855984210968,0.07876552641391754
39,0.8987756967544556,0.07882259041070938,1e-04,0.8988350033760071,0.07875260710716248
40,0.8959141969680786,0.08168955147266388,0.002,0.8961349725723267,0.08151686191558838
41,0.8973212242126465,0.08052301406860352,0.0017888889,0.8965920209884644,0.08104298263788223
42,0.8974136114120483,0.08036631345748901,0.0015777778,0.8971459865570068,0.08064227551221848
43,0.8977442979812622,0.0800197422504425,0.0013666666,0.8972370028495789,0.08051026612520218
44,0.897782027721405,0.07987555116415024,0.0011555556,0.8976529836654663,0.07997152209281921
45,0.8978675007820129,0.07972468435764313,0.00094444444,0.8972460031509399,0.08013268560171127
46,0.8980032801628113,0.07951320707798004,0.00073333335,0.8978180289268494,0.07986654341220856
47,0.8984317183494568,0.07912198454141617,0.0005222222,0.8981159925460815,0.07931783050298691
48,0.8987821936607361,0.07881472259759903,0.0003111111,0.8989539742469788,0.07864166051149368
49,0.8990787267684937,0.07852870225906372,1e-04,0.8983129858970642,0.0789526104927063
Best validation accuracy: 0.8989539742469788
Test accuracy: 0.899 ± 1*10^-3
Mean accuracy: 0.898712
Std accuracy:  0.000371
