epoch,acc,loss,lr,val_acc,val_loss
0,0.5002624988555908,0.2567281723022461,0.002,0.5001310110092163,0.2536495327949524
1,0.5055443048477173,0.2521575391292572,0.0017888889,0.5109580159187317,0.25100645422935486
2,0.5129536986351013,0.2505999803543091,0.0015777778,0.5107290148735046,0.2504211962223053
3,0.5145565271377563,0.25012069940567017,0.0013666666,0.5119460225105286,0.2508419156074524
4,0.5186131000518799,0.2497783750295639,0.0011555556,0.5174750089645386,0.2498568445444107
5,0.5210338830947876,0.24946559965610504,0.00094444444,0.5207170248031616,0.2495366930961609
6,0.5232173800468445,0.2492096722126007,0.00073333335,0.5202490091323853,0.24951229989528656
7,0.5246713161468506,0.2489769458770752,0.0005222222,0.5253329873085022,0.24879762530326843
8,0.5259872078895569,0.2485743761062622,0.0003111111,0.5258960127830505,0.2485537976026535
9,0.5274209976196289,0.24830716848373413,1e-04,0.5284460186958313,0.24825282394886017
10,0.5250248908996582,0.2488715499639511,0.002,0.5246340036392212,0.24893483519554138
11,0.5268160104751587,0.24858404695987701,0.0017888889,0.5270789861679077,0.24871867895126343
12,0.5279771089553833,0.24839797616004944,0.0015777778,0.528016984462738,0.24845102429389954
13,0.5287508964538574,0.24826189875602722,0.0013666666,0.5271949768066406,0.24879859387874603
14,0.5293976068496704,0.24812106788158417,0.0011555556,0.5296180248260498,0.24805496633052826
15,0.529693603515625,0.24798297882080078,0.00094444444,0.5277590155601501,0.24814271926879883
16,0.5301812291145325,0.24787870049476624,0.00073333335,0.5299339890480042,0.24791082739830017
17,0.5308532118797302,0.24775844812393188,0.0005222222,0.5302550196647644,0.24779541790485382
18,0.531012773513794,0.24765287339687347,0.0003111111,0.5316510200500488,0.24761219322681427
19,0.5316368937492371,0.24754998087882996,1e-04,0.5317739844322205,0.24755950272083282
20,0.529096782207489,0.24820327758789062,0.002,0.5290200114250183,0.2481738030910492
21,0.5297344923019409,0.24801720678806305,0.0017888889,0.5291200280189514,0.24843193590641022
22,0.530457615852356,0.2478707730770111,0.0015777778,0.5286849737167358,0.2481933832168579
23,0.5308365225791931,0.2477569729089737,0.0013666666,0.5297330021858215,0.24829165637493134
24,0.5308849215507507,0.24767832458019257,0.0011555556,0.5298010110855103,0.2477666586637497
25,0.5313711762428284,0.2475985437631607,0.00094444444,0.531470000743866,0.2475803941488266
26,0.5315818786621094,0.2475167214870453,0.00073333335,0.5314819812774658,0.24742673337459564
27,0.5316208004951477,0.24743859469890594,0.0005222222,0.5317819714546204,0.2473943680524826
28,0.5317903757095337,0.2473796010017395,0.0003111111,0.5324580073356628,0.24745537340641022
29,0.5321866869926453,0.2473095953464508,1e-04,0.5314850211143494,0.24739259481430054
30,0.530091404914856,0.24781644344329834,0.002,0.5301070213317871,0.24939866364002228
31,0.5307155251502991,0.247711181640625,0.0017888889,0.5295490026473999,0.24794690310955048
32,0.5307211875915527,0.24766036868095398,0.0015777778,0.5308930277824402,0.24763073027133942
33,0.5310121178627014,0.24759317934513092,0.0013666666,0.5309669971466064,0.24766838550567627
34,0.5310971736907959,0.24755090475082397,0.0011555556,0.531345009803772,0.24751856923103333
35,0.5314952731132507,0.24747274816036224,0.00094444444,0.5305600166320801,0.24755927920341492
36,0.5315418839454651,0.24744544923305511,0.00073333335,0.5325130224227905,0.24732373654842377
37,0.5320665836334229,0.24735581874847412,0.0005222222,0.5322459936141968,0.2473023384809494
38,0.5322446823120117,0.24731294810771942,0.0003111111,0.5319839715957642,0.24731680750846863
39,0.5323436260223389,0.24725672602653503,1e-04,0.5317990183830261,0.24736115336418152
40,0.5306022763252258,0.2477005273103714,0.002,0.5310770273208618,0.24770165979862213
41,0.5308513045310974,0.24761097133159637,0.0017888889,0.5282710194587708,0.2478484958410263
42,0.5313968062400818,0.24755032360553741,0.0015777778,0.5306990146636963,0.24764172732830048
43,0.5312666296958923,0.24753618240356445,0.0013666666,0.5309190154075623,0.24759890139102936
44,0.5316513776779175,0.24749085307121277,0.0011555556,0.5319979786872864,0.24745234847068787
45,0.5319324135780334,0.247404545545578,0.00094444444,0.5308899879455566,0.24751052260398865
46,0.5318058133125305,0.247371107339859,0.00073333335,0.5324990153312683,0.24738773703575134
47,0.5319321751594543,0.24729767441749573,0.0005222222,0.5319989919662476,0.24732936918735504
48,0.5323206782341003,0.24726565182209015,0.0003111111,0.5317969918251038,0.24726122617721558
49,0.5324040055274963,0.24724385142326355,1e-04,0.5325289964675903,0.24719113111495972
Best validation accuracy: 0.5325289964675903
Test accuracy: 0.533 ± 2*10^-3
Mean accuracy: 0.532956
Std accuracy:  0.000747
