epoch,acc,loss,lr,val_acc,val_loss
0,0.5024083852767944,0.25601333379745483,0.002,0.4997459948062897,0.25296294689178467
1,0.512455403804779,0.2514982521533966,0.0017888889,0.5080260038375854,0.25179150700569153
2,0.5134209990501404,0.25044333934783936,0.0015777778,0.5130720138549805,0.25024500489234924
3,0.5171452760696411,0.25001272559165955,0.0013666666,0.5187579989433289,0.24989792704582214
4,0.5194199085235596,0.24975325167179108,0.0011555556,0.5178830027580261,0.24985456466674805
5,0.5203263163566589,0.24958175420761108,0.00094444444,0.5062000155448914,0.25220832228660583
6,0.5222144722938538,0.24933354556560516,0.00073333335,0.5223410129547119,0.24940849840641022
7,0.5236431956291199,0.24906101822853088,0.0005222222,0.522333025932312,0.24916470050811768
8,0.5251685976982117,0.2486651986837387,0.0003111111,0.5250499844551086,0.2489623874425888
9,0.5267059206962585,0.24830080568790436,1e-04,0.527891993522644,0.24826577305793762
10,0.5238785147666931,0.24900582432746887,0.002,0.5245230197906494,0.24906037747859955
11,0.5256295204162598,0.2487519532442093,0.0017888889,0.5245239734649658,0.24889448285102844
12,0.5270935297012329,0.24850335717201233,0.0015777778,0.523231029510498,0.24908103048801422
13,0.5278465151786804,0.24832722544670105,0.0013666666,0.5232959985733032,0.2507197856903076
14,0.5282390713691711,0.24824115633964539,0.0011555556,0.5285030007362366,0.24816752970218658
15,0.5287876129150391,0.2481113225221634,0.00094444444,0.5279930233955383,0.24841581284999847
16,0.5296728014945984,0.24796949326992035,0.00073333335,0.5301799774169922,0.24794673919677734
17,0.5302299857139587,0.2478325068950653,0.0005222222,0.530010998249054,0.24860090017318726
18,0.530730128288269,0.24773859977722168,0.0003111111,0.5294420123100281,0.2478220909833908
19,0.5314726829528809,0.2476228028535843,1e-04,0.5315430164337158,0.24764715135097504
20,0.5287628769874573,0.24832390248775482,0.002,0.5282319784164429,0.24851171672344208
21,0.5291789174079895,0.24817095696926117,0.0017888889,0.529774010181427,0.24818624556064606
22,0.5298435091972351,0.2480604499578476,0.0015777778,0.5280900001525879,0.24830712378025055
23,0.5296568870544434,0.24799275398254395,0.0013666666,0.5287160277366638,0.24891997873783112
24,0.5298622250556946,0.24804100394248962,0.0011555556,0.5302069783210754,0.24799445271492004
25,0.5304235816001892,0.24788331985473633,0.00094444444,0.5300120115280151,0.24800637364387512
26,0.5307319164276123,0.24776655435562134,0.00073333335,0.5305839776992798,0.2477686107158661
27,0.5308812856674194,0.24767835438251495,0.0005222222,0.5306919813156128,0.24779397249221802
28,0.5317081809043884,0.2475372552871704,0.0003111111,0.5313540101051331,0.24753215909004211
29,0.5317261815071106,0.2474437952041626,1e-04,0.5322809815406799,0.24741725623607635
30,0.5292115807533264,0.24817749857902527,0.002,0.5290349721908569,0.24811694025993347
31,0.5302128195762634,0.24793332815170288,0.0017888889,0.529121994972229,0.24803753197193146
32,0.5303137898445129,0.24782344698905945,0.0015777778,0.5298590064048767,0.24791096150875092
33,0.5306047201156616,0.24774815142154694,0.0013666666,0.5308589935302734,0.24789020419120789
34,0.5308457016944885,0.2476658970117569,0.0011555556,0.5307379961013794,0.2476511001586914
35,0.5309150815010071,0.24761314690113068,0.00094444444,0.5309590101242065,0.2476663440465927
36,0.5313715934753418,0.24752159416675568,0.00073333335,0.5298150181770325,0.24980661273002625
37,0.5317205190658569,0.24744953215122223,0.0005222222,0.5319520235061646,0.24736763536930084
38,0.532039225101471,0.2473679482936859,0.0003111111,0.5323010087013245,0.24731221795082092
39,0.5325260162353516,0.24726469814777374,1e-04,0.5321599841117859,0.24728776514530182
40,0.529991626739502,0.24784080684185028,0.002,0.5301330089569092,0.24785062670707703
41,0.5305734276771545,0.2477577030658722,0.0017888889,0.5315300226211548,0.24766959249973297
42,0.530742883682251,0.24765005707740784,0.0015777778,0.5301049947738647,0.24777956306934357
43,0.5311511158943176,0.24761615693569183,0.0013666666,0.5299599766731262,0.2476213425397873
44,0.531147301197052,0.24758727848529816,0.0011555556,0.5306800007820129,0.2477077841758728
45,0.531526505947113,0.24749712646007538,0.00094444444,0.5318989753723145,0.24747540056705475
46,0.5314021110534668,0.247457355260849,0.00073333335,0.5318930149078369,0.24754062294960022
47,0.5318685173988342,0.2473718523979187,0.0005222222,0.5321670174598694,0.24738715589046478
48,0.5320466756820679,0.247312530875206,0.0003111111,0.5320019721984863,0.24733315408229828
49,0.5325472950935364,0.24725203216075897,1e-04,0.5335000157356262,0.24721388518810272
Best validation accuracy: 0.5335000157356262
Test accuracy: 0.532 ± 5*10^-4
Mean accuracy: 0.532308
Std accuracy:  0.000180
