epoch,acc,loss,lr,val_acc,val_loss
0,0.5051239728927612,0.2566107213497162,0.002,0.515529990196228,0.25303006172180176
1,0.5172641277313232,0.25102221965789795,0.0017888889,0.5144209861755371,0.25029149651527405
2,0.5207250118255615,0.24931620061397552,0.0015777778,0.5194590091705322,0.24921615421772003
3,0.5232825875282288,0.24865354597568512,0.0013666666,0.5220199823379517,0.24948269128799438
4,0.5242965221405029,0.2483094185590744,0.0011555556,0.5229290127754211,0.24848972260951996
5,0.5250430107116699,0.24809715151786804,0.00094444444,0.5246790051460266,0.24821309745311737
6,0.5253319144248962,0.2479664534330368,0.00073333335,0.5259209871292114,0.24810531735420227
7,0.5259538292884827,0.2477862685918808,0.0005222222,0.5260400176048279,0.24779532849788666
8,0.5262019038200378,0.24765335023403168,0.0003111111,0.5268309712409973,0.24762840569019318
9,0.5267565250396729,0.24751150608062744,1e-04,0.5260599851608276,0.2475641816854477
10,0.5238515138626099,0.24830499291419983,0.002,0.5244050025939941,0.24825625121593475
11,0.5254235863685608,0.24804946780204773,0.0017888889,0.5235509872436523,0.24832212924957275
12,0.5255383253097534,0.2479083240032196,0.0015777778,0.52572101354599,0.24797190725803375
13,0.525865375995636,0.24781572818756104,0.0013666666,0.5248939990997314,0.24829506874084473
14,0.5261508226394653,0.24774877727031708,0.0011555556,0.521111011505127,0.24986794590950012
15,0.5262869000434875,0.24763165414333344,0.00094444444,0.5248000025749207,0.2479175329208374
16,0.5265676975250244,0.2475028932094574,0.00073333335,0.5123100280761719,0.25387123227119446
17,0.5267581939697266,0.2474781572818756,0.0005222222,0.5265370011329651,0.24751320481300354
18,0.5277026891708374,0.247290700674057,0.0003111111,0.5269500017166138,0.24733904004096985
19,0.528066873550415,0.24718764424324036,1e-04,0.527882993221283,0.2471524029970169
20,0.5260292887687683,0.24778367578983307,0.002,0.5240340232849121,0.2482365071773529
21,0.5262901186943054,0.2477976530790329,0.0017888889,0.5254790186882019,0.24798868596553802
22,0.5269864797592163,0.24761100113391876,0.0015777778,0.5262389779090881,0.24782128632068634
23,0.5271822810173035,0.24751350283622742,0.0013666666,0.526993989944458,0.2476520538330078
24,0.5276072025299072,0.2474122941493988,0.0011555556,0.527459979057312,0.24751673638820648
25,0.5276401042938232,0.24731983244419098,0.00094444444,0.528099000453949,0.24732568860054016
26,0.52774977684021,0.24722914397716522,0.00073333335,0.5283160209655762,0.2472640872001648
27,0.5283430814743042,0.2471553236246109,0.0005222222,0.5270559787750244,0.2472231686115265
28,0.5284020900726318,0.2470933496952057,0.0003111111,0.5275220274925232,0.24709133803844452
29,0.5282739996910095,0.24705129861831665,1e-04,0.5280590057373047,0.24703526496887207
30,0.5265911221504211,0.24754007160663605,0.002,0.5264520049095154,0.2476218193769455
31,0.5275703072547913,0.24739469587802887,0.0017888889,0.5268759727478027,0.24747315049171448
32,0.5277171730995178,0.2473536729812622,0.0015777778,0.5270649790763855,0.24745933711528778
33,0.527804970741272,0.24727922677993774,0.0013666666,0.5277889966964722,0.24733056128025055
34,0.5276978015899658,0.24722154438495636,0.0011555556,0.5268930196762085,0.2473810315132141
35,0.5276005268096924,0.24718309938907623,0.00094444444,0.5280020236968994,0.24714362621307373
36,0.5281323194503784,0.24712736904621124,0.00073333335,0.5280389785766602,0.2470766007900238
37,0.5282244086265564,0.24705007672309875,0.0005222222,0.52817702293396,0.2472337931394577
38,0.5285102725028992,0.2469717264175415,0.0003111111,0.5284079909324646,0.24704894423484802
39,0.5282759070396423,0.24696770310401917,1e-04,0.5273579955101013,0.2470538318157196
40,0.5273132920265198,0.2473447322845459,0.002,0.5273740291595459,0.2476632446050644
41,0.5280358195304871,0.24723899364471436,0.0017888889,0.5276510119438171,0.2473146766424179
42,0.5278297066688538,0.24723027646541595,0.0015777778,0.5277169942855835,0.24741190671920776
43,0.5280522704124451,0.2471732497215271,0.0013666666,0.5271949768066406,0.24725520610809326
44,0.5281252861022949,0.24714872241020203,0.0011555556,0.5281720161437988,0.2471310943365097
45,0.5280839800834656,0.24708367884159088,0.00094444444,0.5284079909324646,0.24710340797901154
46,0.5281199812889099,0.24704299867153168,0.00073333335,0.5276960134506226,0.24710558354854584
47,0.5284646153450012,0.24699905514717102,0.0005222222,0.5286539793014526,0.2470560371875763
48,0.52877277135849,0.24692527949810028,0.0003111111,0.5294349789619446,0.24697400629520416
49,0.5285922884941101,0.24692539870738983,1e-04,0.528249979019165,0.24689771234989166
Best validation accuracy: 0.5294349789619446
Test accuracy: 0.529 ± 2*10^-3
Mean accuracy: 0.528667
Std accuracy:  0.000509
