epoch,acc,loss,lr,val_acc,val_loss
0,0.9095138311386108,0.07115864008665085,0.002,0.9382844567298889,0.05068015307188034
1,0.9463988542556763,0.04469883814454079,0.0017888889,0.9551051259040833,0.039294496178627014
2,0.9582215547561646,0.03647962957620621,0.0015777778,0.9539824724197388,0.039113178849220276
3,0.9619887471199036,0.033490367233753204,0.0013666666,0.9592425227165222,0.03679785504937172
4,0.9651691317558289,0.030755218118429184,0.0011555556,0.9654850959777832,0.030217904597520828
5,0.9673667550086975,0.028705554082989693,0.00094444444,0.9679034948348999,0.028333045542240143
6,0.969300389289856,0.026951931416988373,0.00073333335,0.9694914221763611,0.02673523873090744
7,0.9710254073143005,0.02550293691456318,0.0005222222,0.9704519510269165,0.02575141005218029
8,0.9726751446723938,0.0241570882499218,0.0003111111,0.9730544686317444,0.023816661909222603
9,0.9740006923675537,0.02315104380249977,1e-04,0.9743462204933167,0.023040378466248512
10,0.9695902466773987,0.027223236858844757,0.002,0.9691592454910278,0.027509061619639397
11,0.9719735383987427,0.02573161944746971,0.0017888889,0.9715646505355835,0.026269985362887383
12,0.9732442498207092,0.024712007492780685,0.0015777778,0.9726942777633667,0.02515079453587532
13,0.9742165207862854,0.023834722116589546,0.0013666666,0.9739580154418945,0.024162879213690758
14,0.9747722148895264,0.02317977510392666,0.0011555556,0.9737609028816223,0.023772388696670532
15,0.9752970933914185,0.022540999576449394,0.00094444444,0.9750616550445557,0.02286234311759472
16,0.9760285019874573,0.02178679220378399,0.00073333335,0.9755679368972778,0.022196052595973015
17,0.9765195846557617,0.021203435957431793,0.0005222222,0.9763153791427612,0.021363312378525734
18,0.9770345687866211,0.020599152892827988,0.0003111111,0.9769107103347778,0.020556844770908356
19,0.9775210618972778,0.020041853189468384,1e-04,0.9775580763816833,0.020004285499453545
Best validation accuracy: 0.9775580763816833
Test accuracy: 0.977429986000061
